APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
83230,Assault,Primary,F,No,48.05,1403.3
57539,Assault,Primary,M,No,29.27,464.75
60432,Assault,Primary,F,No,20.49,4148.1
60562,Assault,Primary,M,No,31.55,0
47696,Sexual Offences,Yet To Be Determined,F,No,2.8,0
48832,Assault,Primary,M,No,48.79,3725.15
50451,Assault,Primary,M,Unknown,32.78,9558.83
52559,Assault,Primary,F,No,28.14,44952.83
52741,Assault,Primary,M,No,50.61,0
55868,Assault,Primary,M,No,22.57,12929.73
56385,Assault,Primary,F,No,30.1,1619.15
62203,Assault,Primary,M,No,25.7,23500
62904,Assault,Primary,M,No,21.05,12184.25
62972,Homicide - Other,Related,F,No,38.38,17170.8
66131,Homicide - Other,Related,F,No,30.21,9550.04
70641,Assault,Primary,M,No,41.5,23302.25
70708,Sexual Offences,Primary,M,No,13.47,4000
74467,Homicide - MVA,Yet To Be Determined,M,No,52.68,0
53962,Assault,Primary,F,Unknown,35.66,755
55952,Assault,Primary,M,No,42.08,3545
56053,Assault,Yet To Be Determined,F,No,39.28,0
62503,Assault,Primary,F,No,25.3,3891
62603,Homicide - Other,Yet To Be Determined,F,No,51.52,0
72414,Assault,Primary,F,Aboriginal,42.12,24028.98
72545,Assault,Primary,F,No,19.59,1235.7
74736,Homicide - Other,Related,F,No,63.36,10533.55
75672,Stalking/Threats,Primary,M,No,78.34,3500
74576,Assault,Primary,F,No,42.02,2567.52
62061,Assault,Primary,F,Aboriginal,31.33,1300
62091,Assault,Primary,M,No,56.81,32081.26
64985,Assault,Yet To Be Determined,F,Torres Strait Islander,21.76,0
65638,Homicide - Other,Not Eligible,F,No,26.69,0
66088,Assault,Primary,M,No,44.09,5206.84
66923,Assault,Primary,F,Torres Strait Islander,27.55,1540
68761,Homicide - Other,Related,M,No,45.07,10000
69446,Homicide - Other,Related,F,No,71.49,10000
70364,Homicide - Other,Yet To Be Determined,F,Aboriginal,32.48,0
71754,Sexual Offences,Primary,M,No,11.61,9574.8
73038,Assault,Primary,M,No,23.74,3142.98
75816,Sexual Offences,Primary,M,No,49.42,9120
78196,Assault,Yet To Be Determined,M,Unknown,44.61,0
79130,Assault,Primary,M,No,21.08,3010.91
80550,Assault,Primary,M,No,53.11,1000
80654,Homicide - MVA,Related,M,No,56.04,10000
81020,Assault,Primary,M,No,19.91,14526.65
51390,Robbery,Primary,M,No,23.45,3772.05
52961,Assault,Witness Secondary,F,No,6.78,0
52975,Assault,Witness Secondary,F,No,4.15,0
57490,Assault,Primary,F,No,47.11,19804.4
58239,Assault,Primary,M,No,31.39,1639.99
61835,Assault,Primary,M,No,25.37,6491
65663,Homicide - Other,Yet To Be Determined,M,Unknown,19.01,0
67833,Sexual Offences,Primary,M,No,37.72,20087.94
70224,Homicide - Other,Related,F,Aboriginal,51.13,16000
70724,Homicide - Other,Related,F,No,40.61,36129.28
73297,Assault,Primary,M,No,43.13,11410
76508,Assault,Primary,M,No,28.19,10234
78746,Assault,Primary,M,No,39.34,1300
81855,Assault,Primary,M,No,2.7,3400
62018,Burglary,Primary,F,No,21.95,3705.2
62187,Sexual Offences,Primary,F,No,12.92,11800
63239,Sexual Offences,Primary,M,No,13.61,10000
63540,Assault,Primary,F,No,36.01,681.5
65626,Assault,Primary,M,No,58.92,2180
69506,Sexual Offences,Primary,F,No,26.72,10630
71528,Homicide - Other,Related,F,Unknown,42.26,970.15
83264,Assault,Primary,M,No,50.2,24658.5
86240,Domestic Violence,Primary,F,No,39.56,900
86949,Assault,Primary,M,No,18.3,7511.95
112501,Assault,Primary,M,Aboriginal,23.13,2828.1
74683,Assault,Primary,F,No,31.35,8100.03
75694,Assault,Primary,M,No,42.73,1893.28
76121,Assault,Primary,M,Torres Strait Islander,72.37,1300
81001,Assault,Primary,M,No,44.57,37077.7
81426,Robbery,Not Eligible,F,No,4.5,0
82755,Assault,Primary,M,No,65.68,1300
103936,Homicide - DV,Primary,M,Aboriginal,36.85,26022.4
112117,Assault,Primary,M,No,31.28,3290.78
113078,Sexual Offences,Primary,F,No,36.05,10525
114607,Sexual Offences,Primary,F,No,30.86,10125
117138,Sexual Offences,Primary,F,Aboriginal,23.57,10000
117556,Assault,Primary,M,No,19.4,5125.26
118253,Homicide - Other,Related,F,No,61.35,10000
78118,Assault,Yet To Be Determined,F,No,55.03,0
79095,Domestic Violence,Yet To Be Determined,F,Aboriginal,49.03,0
83062,Stalking/Threats,Yet To Be Determined,M,No,27.61,0
83650,Assault,Primary,M,No,62.92,8875.88
84382,Assault,Primary,M,No,19.06,3050
86981,Assault,Primary,M,No,28.27,1625
87201,Assault,Primary,F,No,24.97,28070.19
112460,Assault,Primary,F,No,43.35,30500
113012,Assault,Primary,F,No,25.29,12145.7
115100,Homicide - MVA,Related,M,No,34.05,10000
116222,Domestic Violence,Primary,F,No,48.53,47357.33
117515,Assault,Primary,M,No,18.49,31373.77
117833,Assault,Yet To Be Determined,M,No,29.81,0
120350,Assault,Primary,M,Unknown,55.72,30043.8
84552,Domestic Violence,Yet To Be Determined,F,No,29.61,0
85000,Homicide - Other,Related,F,Unknown,6,30000
85856,Assault,Primary,M,No,18.55,1573.45
85870,Sexual Offences,Primary,F,No,28.33,10150
86120,Assault,Primary,M,No,24.29,65131.14
86731,Sexual Offences,Primary,F,Aboriginal and Torres Strait,8.12,3500
111969,Assault,Primary,M,No,42.05,1660
112076,Homicide - Other,Related,M,No,41.1,4775
106584,Homicide - Other,Related,M,No,30.89,42.85
113497,Assault,Primary,M,No,57.84,0
115846,Assault,Primary,F,Aboriginal,27.02,1440
116423,Stalking/Threats,Primary,F,No,15.49,800
113465,Assault,Primary,M,No,31.72,11969.72
113663,Assault,Not Eligible,M,No,29.02,2482
114865,Assault,Primary,M,No,0.33,8000
114901,Homicide - Other,Related,F,No,28.34,26096.65
117643,Homicide - Other,Funeral Only,M,Aboriginal,56.72,6000
118361,Homicide - MVA,Related,F,Aboriginal,24.18,10000
120790,Assault,Primary,M,No,57.93,12013.91
121242,Assault,Primary,M,No,23.77,5050.45
121587,Assault,Primary,F,Aboriginal,30.05,3179
121628,Assault,Not Eligible,F,No,46.97,0
123689,Assault,Primary,M,No,25.66,15014.48
124286,Sexual Offences,Not Eligible,M,No,47.9,0
126656,Assault,Primary,M,No,15.52,2600
117716,Assault,Primary,M,No,22.39,10330
119222,Sexual Offences,Primary,F,No,11.41,14741.08
120081,Assault,Primary,F,No,58.18,2375.08
120615,Homicide - Other,Related,F,No,1.34,10000
121199,Assault,Primary,M,No,20.47,3550
121685,Assault,Not Eligible,M,No,39.47,0
124827,Sexual Offences,Primary,F,No,15.21,10000
125356,Assault,Primary,M,No,49.52,27000
126499,Assault,Primary,M,No,36.96,13829.27
77969,Sexual Offences,Not Eligible,F,No,28.95,0
63448,Assault,Not Eligible,M,No,27.61,0
64700,Homicide - Other,Related,F,No,47.26,3000
66773,Domestic Violence,Primary,F,No,47.4,9588.77
68710,Assault,Primary,M,No,51.23,21288.93
69144,Assault,Primary,F,No,44.6,6884.8
73006,Assault,Yet To Be Determined,M,No,59.2,0
75715,Assault,Primary,M,No,43.72,3098.65
76149,Assault,Not Eligible,M,No,18.37,0
77905,Robbery,Primary,M,No,15.49,5073.25
80676,Homicide - MVA,Related,F,No,21.71,10000
81480,Assault,Primary,F,No,60.72,13859
81832,Assault,Primary,F,No,23.1,4441.6
126742,Assault,Primary,M,Unknown,63.65,1374.9
127249,Assault,Yet To Be Determined,F,Aboriginal and Torres Strait,15.46,0
127274,Assault,Primary,M,No,31.42,2945
130309,Robbery,Primary,M,No,35.9,25678.2
82554,Assault,Primary,M,Unknown,25.26,1300
107172,Homicide - Other,Related,F,No,38.88,3000
107261,Assault,Primary,F,No,38.21,4835
107431,Assault,Primary,M,No,52.16,270
113179,Assault,Primary,M,Aboriginal,43.45,5593.75
120133,Robbery,Yet To Be Determined,F,Unknown,48.88,0
123164,Assault,Primary,M,No,40.6,10586.6
125397,Assault,Primary,M,No,28.24,8960.67
126347,Burglary,Not Eligible,M,No,42.3,0
127594,Assault,Primary,F,No,34.62,1519.52
129012,Assault,Primary,M,No,44.83,32809.65
132258,Sexual Offences,Primary,F,No,12.66,10000
134703,Assault,Primary,M,No,39.26,1439.95
136132,Assault,Yet To Be Determined,M,No,29.91,0
107238,Assault,Primary,M,No,14.99,3590.25
115183,Sexual Offences,Primary,F,Aboriginal and Torres Strait,14.18,10035
116373,Assault,Yet To Be Determined,M,No,36.62,0
120231,Homicide - Other,Related,F,No,1.35,2519.44
120290,Assault,Primary,F,No,26.12,7319.68
122421,Assault,Yet To Be Determined,F,No,24.41,0
123232,Assault,Primary,M,No,39.28,13447.96
123575,Assault,Yet To Be Determined,F,No,35.86,0
113587,Assault,Primary,M,No,17.77,2664.2
114330,Homicide - Other,Related,F,No,20,10000
118835,Assault,Primary,M,No,32.77,10500
119294,Assault,Not Eligible,M,No,44.15,0
120305,Assault,Primary,M,No,43.46,2944.04
121166,Assault,Primary,M,No,28.97,9495
121325,Assault,Primary,F,No,58.6,645
121734,Assault,Primary,F,No,26.31,8212.1
121861,Homicide - Other,Related,M,Aboriginal,46.32,0
124376,Sexual Offences,Primary,M,No,14.12,10000
124410,Assault,Primary,M,No,29.57,2972.2
124467,Assault,Primary,F,No,12.21,10000
124744,Other,Not Eligible,F,No,45.1,0
71777,Assault,Primary,M,No,44.5,7744.45
74099,Assault,Primary,F,No,51.93,1440
75221,Assault,Primary,M,No,36.9,800
76790,Assault,Primary,F,No,47.47,1097
77711,Sexual Offences,Primary,F,No,18.39,60856.42
80082,Assault,Primary,M,No,18.71,21010.97
83695,Domestic Violence,Primary,F,No,33.91,3059.2
81874,Robbery,Primary,M,Unknown,60.63,3725
81904,Assault,Primary,M,No,5.27,3979
82709,Domestic Violence,Primary,F,Aboriginal,27.64,2771.78
82824,Assault,Primary,M,No,24.18,1330
83980,Assault,Primary,M,Unknown,47.81,12307.45
85734,Homicide - Other,Related,F,No,53.1,7000
125488,Assault,Yet To Be Determined,M,No,31.4,0
128337,Sexual Offences,Not Eligible,F,No,5.33,0
128362,Sexual Offences,Not Eligible,F,No,32.95,0
128446,Assault,Primary,M,No,28.55,5523.88
132465,Assault,Primary,M,No,47.89,20602.31
133399,Domestic Violence,Yet To Be Determined,F,No,3.93,0
130520,Sexual Offences,Not Eligible,M,Unknown,13.55,0
130770,Homicide - DV,Related,M,Aboriginal,4.98,10000
131765,Domestic Violence,Yet To Be Determined,F,Unknown,21.46,0
132374,Assault,Primary,F,No,37.28,800
132597,Assault,Primary,M,No,56.45,10358.06
132831,Sexual Offences,Primary,F,No,13.38,10000
132881,Homicide - Other,Yet To Be Determined,F,No,27.75,0
82733,Domestic Violence,Primary,F,No,42.45,9703.2
84540,Assault,Primary,M,No,60.13,1060
69480,Homicide - Other,Not Eligible,M,No,58.43,0
71551,Homicide - Other,Related,F,No,16.6,10096
71618,Homicide - Other,Related,M,No,44.61,13744.65
73710,Robbery,Primary,F,No,50.74,3328.5
77552,Homicide - Other,Witness Secondary,M,No,28.32,23512.02
77987,Assault,Primary,M,No,22.85,27359.36
81164,Assault,Primary,M,No,27.39,2085
81396,Robbery,Not Eligible,F,No,20.69,0
82684,Assault,Primary,M,No,27.85,12319.48
84621,Assault,Primary,M,No,28.02,0
85823,Homicide - Other,Related,M,No,20.14,5000
112749,Assault,Primary,F,Aboriginal,15.38,1740
115054,Assault,Primary,M,No,22.33,6111.29
78086,Stalking/Threats,Primary,F,No,34.03,3629.96
78789,Assault,Primary,M,No,40.49,7297.96
79222,Sexual Offences,Primary,F,No,17.18,9528
80108,Assault,Not Eligible,M,Aboriginal,48.18,0
80260,Assault,Primary,M,No,19.73,3839.5
80343,Assault,Primary,M,No,62.7,9654
81061,Assault,Primary,M,No,27.09,1700
81512,Sexual Offences,Primary,F,No,13.52,3500
86894,Assault,Primary,M,No,32.68,16829.72
87214,Assault,Primary,M,Unknown,57.99,28106.16
89119,Assault,Primary,M,No,42.36,23759.8
126314,Assault,Yet To Be Determined,M,No,38.66,0
127007,Assault,Primary,M,No,29.76,4807.46
127684,Assault,Primary,M,No,66.59,10520.3
128379,Domestic Violence,Primary,F,No,31.68,1700
129163,Assault,Primary,M,Unknown,33.73,3518
114927,Assault,Not Eligible,F,No,15.95,0
115918,Assault,Primary,M,No,43.01,21790
117874,Sexual Offences,Primary,F,Aboriginal,15.42,14239.25
123038,Domestic Violence,Primary,F,No,33.93,23084.86
123492,Assault,Primary,F,Aboriginal,15.13,1690
124119,Sexual Offences,Primary,F,No,16.56,14304.54
126080,Assault,Not Eligible,F,Aboriginal and Torres Strait,19.45,0
127261,Sexual Offences,Primary,F,Aboriginal and Torres Strait,15.18,10000
86834,Burglary,Primary,F,No,20.22,2630
112172,Assault,Yet To Be Determined,M,Aboriginal,44.42,0
114913,Homicide - Other,Related,F,No,55.49,20583.28
115767,Sexual Offences,Not Eligible,F,Aboriginal,33.38,0
116301,Assault,Primary,M,No,21.11,3706.56
118338,Assault,Yet To Be Determined,M,Unknown,36.82,0
118908,Assault,Primary,F,Aboriginal,36.87,1771.72
77660,Sexual Offences,Primary,M,No,15.07,3500
80186,Assault,Yet To Be Determined,M,No,32.7,0
81788,Assault,Primary,M,No,45.76,30410
83077,Assault,Primary,M,No,37.92,19773.36
83560,Assault,Parent Secondary,F,No,51.25,992.76
85634,Homicide - Other,Related,M,No,23.01,10000
115822,Assault,Primary,M,No,18.02,5640
117025,Assault,Primary,M,No,34.33,3900
117109,Homicide - Other,Related,F,Aboriginal,2.85,10000
115707,Sexual Offences,Primary,F,No,27.99,3630
116258,Homicide - Other,Related,F,No,39.03,1333
118229,Homicide - Other,Related,M,No,24.75,8000
119183,Robbery,Primary,F,No,22.4,2500
119349,Assault,Primary,M,No,33.92,3074.7
119402,Homicide - DV,Yet To Be Determined,F,Aboriginal,38.97,0
121775,Assault,Primary,M,Unknown,54.67,3115.5
121906,Assault,Primary,F,No,29.95,0
123477,Assault,Primary,M,No,34.97,21808.47
125015,Assault,Primary,M,No,14.09,2951.43
127359,Domestic Violence,Not Eligible,F,No,43.15,0
127963,Homicide - Other,Yet To Be Determined,M,No,61.03,0
128245,Assault,Primary,F,No,23.71,2550
130015,Assault,Primary,M,No,27.65,1680
130040,Assault,Yet To Be Determined,F,Aboriginal,20.64,0
124133,Assault,Yet To Be Determined,M,No,38.87,0
124194,Sexual Offences,Primary,F,No,10.07,11680.4
125914,Sexual Offences,Primary,F,No,11.38,12551
126573,Assault,Primary,M,No,49.51,16206.5
126632,Assault,Primary,M,No,52.1,23575
126927,Assault,Witness Secondary,F,No,50.04,0
127286,Sexual Offences,Not Eligible,F,Unknown,26.85,0
129124,Assault,Primary,M,No,45.4,1358
129517,Assault,Primary,M,No,57.15,5799
131414,Homicide - Other,Related,M,Unknown,26.11,12138.71
135224,Assault,Primary,M,Aboriginal,35.61,2590
135976,Robbery,Primary,M,No,20.71,1530
137076,Sexual Offences,Not Eligible,F,Aboriginal,4.71,0
137696,Sexual Offences,Primary,F,No,8.83,3550
119237,Homicide - DV,Related,M,Aboriginal,6.68,10578.79
119414,Assault,Primary,M,No,47.02,10893.6
119455,Other,Yet To Be Determined,M,No,37.38,0
119487,Assault,Primary,M,No,37.21,1960
120155,Assault,Primary,F,Aboriginal,37.55,750
124249,Assault,Not Eligible,M,No,31.33,0
124426,Assault,Primary,F,No,31.67,10322.36
133017,Assault,Primary,M,No,29.14,30300.6
136152,Assault,Primary,F,No,35.53,2120.87
137720,Sexual Offences,Primary,F,No,15.3,10000
138631,Assault,Primary,M,No,48.1,2000
139285,Homicide - Other,Related,F,Torres Strait Islander,21.08,5000
139310,Homicide - Other,Related,M,Aboriginal and Torres Strait,25.36,5000
135157,Assault,Primary,M,No,21.91,0
135932,Domestic Violence,Yet To Be Determined,F,Aboriginal,19.22,0
136525,Assault,Primary,M,Aboriginal,39.65,22090
137645,Assault,Not Eligible,M,No,52.32,0
138006,Assault,Primary,M,No,44.59,1300
140862,Assault,Primary,M,Aboriginal,47.54,3500
140957,Assault,Primary,M,No,43.31,1000
146269,Robbery,Primary,M,No,21.25,3688.4
147048,Assault,Primary,M,Aboriginal,30.12,1300
148441,Assault,Primary,F,No,21.9,2953.6
149945,Assault,Primary,F,No,53.7,2591.55
151249,Domestic Violence,Primary,M,No,35.44,17784
153414,Assault,Yet To Be Determined,M,No,54.93,0
127160,Assault,Not Eligible,F,Unknown,53.71,0
128289,Sexual Offences,Primary,F,No,23.37,10000
129984,Assault,Primary,F,No,49.16,4997.85
131931,Stalking/Threats,Yet To Be Determined,M,No,35.63,0
132413,Domestic Violence,Primary,F,Aboriginal,42.99,3620
133051,Assault,Primary,M,No,24.41,13540.55
133269,Assault,Primary,F,No,25.79,3000
138565,Homicide - Other,Related,M,No,17.51,20163.95
138590,Homicide - Other,Related,M,No,21.01,18289.74
139133,Homicide - Other,Related,F,Torres Strait Islander,43.61,22000
144708,Assault,Primary,M,No,23.97,7927.45
145769,Sexual Offences,Not Eligible,F,Aboriginal,10.25,0
148048,Assault,Primary,M,Aboriginal,42.52,23188.85
139324,Homicide - Other,Related,F,No,14.26,10000
140051,Homicide - Other,Related,M,No,11.98,10000
141112,Sexual Offences,Not Eligible,F,Aboriginal,26.33,0
141714,Assault,Primary,M,No,14.77,4925.56
142491,Assault,Not Eligible,F,No,41.34,0
146471,Assault,Primary,F,No,68.05,1520
152521,Assault,Yet To Be Determined,M,No,34.06,0
87338,Assault,Primary,M,No,18.61,1530
113775,Assault,Not Eligible,M,Aboriginal,49.74,0
117471,Sexual Offences,Primary,F,No,22.85,10000
118473,Homicide - MVA,Related,F,Aboriginal,21.21,10000
118807,Other,Not Eligible,F,No,26.97,0
121832,Domestic Violence,Primary,F,No,34.78,981.2
122251,Assault,Primary,M,No,17.09,3328.8
87269,Homicide - Other,Funeral Only,F,No,22.13,6000
106524,Assault,Primary,F,Torres Strait Islander,37.09,15600
114547,Motor Vehicle Accident,Yet To Be Determined,F,No,19.09,0
117686,Assault,Primary,M,No,33.64,6300.82
120261,Homicide - Other,Related,F,No,3.02,2519.44
121664,Assault,Primary,M,No,25.82,8629.88
152537,Assault,Primary,M,No,20.31,4332.85
153716,Sexual Offences,Primary,F,No,15.81,7977.37
156581,Homicide - Other,Funeral Only,M,No,65.72,6000
159496,Assault,Yet To Be Determined,F,No,37.84,0
160516,Assault,Primary,M,No,48.94,6815.7
161120,Assault,Primary,M,No,47.19,5834.08
138049,Stalking/Threats,Primary,F,Unknown,52.38,4250
140982,Domestic Violence,Yet To Be Determined,M,Unknown,13.63,0
144674,Assault,Primary,M,No,31.29,14756.2
144933,Assault,Primary,M,No,33.11,3539
146196,Assault,Primary,M,No,22.5,3513
151592,Sexual Offences,Yet To Be Determined,F,No,5.98,0
151701,Assault,Primary,M,Unknown,34.51,3080
122167,Assault,Yet To Be Determined,M,Unknown,26.67,0
124541,Assault,Yet To Be Determined,F,No,38.05,0
125226,Assault,Not Eligible,M,No,22.58,0
126060,Assault,Primary,M,No,39.99,2995
128350,Sexual Offences,Not Eligible,F,No,10.47,0
129067,Assault,Primary,M,No,58.72,36649.62
130473,Assault,Primary,M,No,24.87,3420
120627,Homicide - Other,Related,F,No,29.99,10000
120746,Sexual Offences,Primary,F,Unknown,43.68,31066.86
123085,Sexual Offences,Primary,F,No,36.39,10230
123453,Stalking/Threats,Primary,M,Aboriginal and Torres Strait,56.52,1837
124807,Domestic Violence,Yet To Be Determined,F,Aboriginal,46.76,0
124908,Assault,Not Eligible,M,Aboriginal,56.16,0
126419,Assault,Primary,F,No,30.42,2253.55
127036,Assault,Primary,M,No,19.82,5294.04
127922,Assault,Primary,M,Aboriginal,32.63,10544
86141,Assault,Primary,M,No,17.95,3190.21
86159,Assault,Primary,F,No,29.18,3250.4
112581,Assault,Primary,M,No,72.54,1300
113000,Assault,Primary,M,Aboriginal,19.27,3120.13
113718,Assault,Primary,M,No,14.26,7478.43
113818,Homicide - Other,Related,M,Aboriginal,66.16,17139
116944,Assault,Primary,M,No,28.38,6842.6
120369,Robbery,Primary,M,No,60.38,3000
121755,Assault,Primary,F,Unknown,42.18,4136
123663,Sexual Offences,Primary,M,No,10.25,3500
124494,Assault,Primary,M,No,2.76,9526.22
125314,Robbery,Primary,F,No,59.94,2500
126700,Assault,Primary,F,No,22.95,2181.27
130403,Sexual Offences,Primary,F,No,9.24,5361.39
130453,Sexual Offences,Primary,F,No,11.48,4635.39
130837,Robbery,Yet To Be Determined,F,No,6.87,0
130910,Assault,Primary,M,Aboriginal and Torres Strait,26.09,14907.92
129199,Assault,Primary,M,Unknown,64.26,2844.9
130210,Assault,Primary,M,Unknown,39.83,11838.67
131085,Homicide - Other,Related,F,No,48.27,480.93
133425,Domestic Violence,Yet To Be Determined,M,No,7.37,0
134245,Assault,Yet To Be Determined,F,Unknown,43.75,0
135097,Sexual Offences,Yet To Be Determined,M,No,12.76,0
126587,Assault,Primary,M,No,24.98,3698.47
127757,Motor Vehicle Accident,Not Eligible,M,No,17.01,0
129660,Sexual Offences,Primary,F,Unknown,9.9,3500
75280,Assault,Primary,M,No,17.11,6213.79
76816,Assault,Primary,M,No,50.07,1806.8
76902,Assault,Primary,M,No,52.87,5274.45
80159,Homicide - Other,Yet To Be Determined,M,Aboriginal,66.74,0
82631,Assault,Yet To Be Determined,M,No,40.48,0
83636,Homicide - Other,Related,M,No,36.15,12999.15
84069,Sexual Offences,Primary,F,No,27.65,12562.42
102519,Assault,Primary,M,No,24.42,6234.18
112681,Homicide - Other,Related,F,No,40.46,40335.1
116273,Assault,Primary,M,No,37.25,7088.59
152142,Assault,Not Eligible,M,No,17.01,3843.4
153212,Homicide - Other,Not Eligible,M,Aboriginal,23.36,0
153239,Homicide - Other,Not Eligible,M,Aboriginal,7.51,0
153305,Homicide - Other,Related,F,Aboriginal,63.4,16000
155293,Assault,Primary,F,No,40.88,1000
159909,Assault,Primary,M,No,31.47,26158.4
149377,Sexual Offences,Primary,M,Unknown,20.37,3500
152421,Homicide - Other,Related,F,No,61.47,13890.51
152453,Homicide - MVA,Not Eligible,M,No,52.46,0
153362,Domestic Violence,Primary,F,Torres Strait Islander,25.01,7600
154266,Domestic Violence,Primary,F,Unknown,50.27,650
155454,Homicide - Other,Not Eligible,F,No,15.92,0
159412,Homicide - Other,Related,F,Aboriginal,14.02,10000
127062,Assault,Primary,F,No,30.04,1400
129083,Assault,Primary,F,Unknown,42.92,1200
129870,Sexual Offences,Primary,F,Aboriginal and Torres Strait,15.13,10361.7
130638,Homicide - Other,Yet To Be Determined,F,Unknown,41.2,0
130892,Robbery,Yet To Be Determined,F,Unknown,35.5,0
130990,Robbery,Primary,M,No,35.6,3953.03
131041,Assault,Not Eligible,M,No,16.54,0
