id,status,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
608,Published,NewsXpress Manly,"Shop 9 Mayfair on Manly SC, Cnr Manly and Hargreaves Rd, Manly West, Eastern",-27.475372,153.154778,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
609,Published,Co-op Bookshop (USC),"University of Sunshine Coast, Sippy Downs Drive, Sippy Downs, Queensland, Australia",-26.718071,153.062414,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
610,Published,Newsxpress Toowong Village,"9 Sherwood Road, Toowong, Brisbane West",-27.48533,152.99154,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
611,Published,Winston Glades News,"Shop 9, Ash Street, Flinders View, Western",-27.65422,152.751467,Western,1,Standard retailer,,go card,,,Buy,,,,,,
612,Archived,Pomona Newsagency,"10 Memorial Avenue, Pomona, Sunshine Coast",-26.366181,152.85505,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
613,Published,Eumundi Village Pharmacy,"1 / 2 - 6 Ethridge Street, Eumundi, Sunshine Coast",-26.475572,152.950648,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
614,Archived,Buderim Newsagency,"2/67 Burnett Street, Buderim, Sunshine Coast",-26.687894,153.048923,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
615,Published,BP Yandina Food Stop,"24 Farrell Street, Yandina, Sunshine Coast",-26.559987,152.956586,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
616,Published,Dockside Convenience Store,"Shop 5, 35 Ferry Street, Kangaroo Point, Brisbane East",-27.472558,153.038964,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
617,Published,Currimundi News,"Cnr Nicklin Way and Bellara Drive, Currimundi, Sunshine Coast",-26.773831,153.124299,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
618,Archived,Gem News and Casket,"18 Racecourse Road, Hamilton, Brisbane North",-27.438428,153.064185,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
619,Published,NewsXpress The Pines,"Shop 29 The Pines Shopping Centre, Guineas Creek Road, Elanora, Gold Coast",-28.135343,153.469333,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
620,Published,Riverside Ferry Terminal,"Eagle Street, Brisbane , Brisbane Central",-27.466974,153.030874,Brisbane Central,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
621,Published,Daisy Hill News,"Shop 7, Cnr Daisy Hill Rd and Cupania Street, Daisy Hill , Southern",-27.642944,153.153712,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
622,Published,Foodworks Salisbury,"Shop 4 / 660 Toohey Road, Salisbury, Brisbane South",-27.545804,153.039488,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
623,Published,Burpengary News,"Shop 22 Burpengary Plaza, Station Road, Burpengary, Northern",-27.154338,152.97469,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
625,Published,Richlands Rail Station,"Progress Road, Richlands, Brisbane West",-27.596442,152.946558,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
626,Published,Richlands Rail Station,"Progress Road, Richlands, Brisbane West",-27.596442,152.946558,Brisbane West,2,Preloaded reseller,,go card,,,Top up,,,,,,
627,Archived,Runaway Bay News,"Shop 53 Runaway Bay Village Shopping Centre, Runaway Bay, Gold coast",-27.912639,153.401878,Gold coast,1,Standard retailer,,go card,,,Buy,,,,,,
628,Published,Queen Street Busway,"Lower Level Myer Centre, Queen Street, Brisbane , Brisbane Central",-27.470582,153.025309,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
629,Published,Christines Corner Newsagency,"5/221 Christine Avenue, Varsity Lakes, Gold Coast",-28.085385,153.42483,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
630,Published,Co-Op Bookshop ACU,"Aust Catholic University, Nudgee Rd, Banyo, Brisbane North",-27.379966,153.148047,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
631,Published,Co-Op Bookshop GU Logan,"Griffith Uni Logan Campus, University Drive, Meadowbrook, Southern",-27.664398,153.148047,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
632,Published,Co-Op Bookshop GU Mt Gravatt,"Griffith Uni Mt Gravatt Campus, Messines Ridge Rd, Mount Gravatt, Brisbane South",-27.543289,153.052821,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
633,Published,Co-Op Bookshop QCM ,"Qld Conservatorium of Music, 140 Grey Street, South Brisbane, Brisbane South",-27.477569,153.021132,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
634,Published,UQ Lakes,"UQ Lakes Busway, Eleanor Schonell Bridge, St Lucia, Brisbane West",-27.498036,153.017093,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,,,,,
635,Archived,Russell Island News,"Shop 2 / 29 High Street, Russell Island, Southern",-27.648659,153.382003,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
636,Archived,Night Owl Palm Beach,"1160 Gold Coast Highway, Palm Beach, Gold Coast",-28.119505,153.471363,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
637,Published,Chapel Hill News,"8/620 Moggill Rd, Chapel Hill, Brisbane West",-27.505594,152.960821,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
638,Published,Co-op Bookshop UQ Gatton,"Building 8123, Morrison Hall, Inner Ring Road, Gatton, Western",-27.555737,152.337285,Western,1,Standard retailer,,go card,,,Buy,,,,,,
639,Published,Co-op Bookshop UQ Ipswich,"Building 12, Room 108, Salisbury Road, Ipswich, Western",-27.628126,152.756307,Western,1,Standard retailer,,go card,,,Buy,,,,,,
640,Published,South Bank Visitor Centre,"South Bank House, Ground Floor, Stanley Street Plaza, South Bank, Brisbane Central",-27.47966,153.02326,Brisbane Central,1,Standard retailer,,go card,Visitor Information Pack,,Buy,,,,,,
641,Published,Nextra Capalaba Park News,"Capalaba Park Shopping Centre, Redland Bay Rd, Capalaba, Eastern",-27.524102,153.191099,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
642,Published,Langlands Busway,"Cnr Old Cleveland Rd and Mains Road, Coorparoo, Brisbane East",-27.498635,153.050149,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
643,Published,Stones Corner Busway,"Gladys Street, Coorparoo, Brisbane East",-27.497963,153.0452,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
644,Published,7 Eleven Landmark Resort,"Shop 4 Landmark Resort, The Esplanade, Mooloolaba, Sunshine Coast",-26.680953,153.120477,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Sunshine Coast,
645,Published,Burstall Avenue News,"Belmont Shopping Plaza, Cnr Burstall Ave and Belmont Road, Belmont, Brisbane East",-27.484423,153.126052,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
646,Published,Gold Coast Tourist Shuttle Desk,"Gold Coast Airport, Airport (Gold Coast - Coolangatta), Gold Coast",-28.16626,153.512886,Gold Coast,1,Standard retailer,"Refunds not available from this agent.  

Customers are able to apply for an EFT refund to an Australian bank account by filling in the 'go card guide to Balance Transfers and Refunds' Form available from the agent.",go card,Gold Coast go explore card,,Buy,Top up,Refund,Change expiry date,,Gold Coast,
647,Published,IGA East Brisbane,"33 Lytton Road, East Brisbane, Brisbane East",-27.47948,153.04446,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
648,Published,NewsXpress Westpoint,"Westpoint Plaza, Browns Plains Road, Browns Plains, Brisbane South",-27.660573,153.040452,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
649,Published,Noosa Junction Bus Interchange,"Sunshine Beach Rd and Lanyana Way, Noosa Heads, Sunshine Coast",-26.399192,153.093399,Sunshine Coast,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
650,Published,Alexpress Mart,"98-110 Alexandra Parade, Alexandra Headland, Sunshine Coast",-26.66553,153.105607,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
651,Archived,Noosa Plaza Newsagency,"Shop 3, Noosa Junction Plaza, Noosa Heads, Sunshine Coast",-26.39659,153.089624,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
652,Published,NewsXpress Robina Town Centre,"Market Hall Robina Town Centre, Robina Town Centre Drive, Robina, Queensland, Australia",-28.077591,153.385406,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
653,Published,Terry White Chemist Bellbowrie,"Shop 29 Bellbowrie Shopping Plaza, Birkin Road, Bellbowrie, Brisbane west",-27.561953,152.886854,Brisbane west,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
654,Published,Nextra Mt Ommaney,"Mt Ommaney Shopping Centre, 171 Dandenong Road, Mount Ommaney, Brisbane West",-27.54897,152.938354,Brisbane West,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
655,Published,Caloundra Newsagency,"72 Bulcock Street, Caloundra, Sunshine Coast",-26.80477,153.131188,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
656,Archived,NewsXpress Middle Park,"Shop 27-28 Park Village Shops, Middle Park, Brisbane West",-27.55529,152.923292,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
657,Archived,Samford Village Newsagency,"Cnr Main Street and Mary Ring Drive, Samford Village, Brisbane North",-27.372756,152.886495,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
658,Published,Pacific News and Casket,"4 Bulcock Street, Caloundra, Sunshine Coast",-26.804983,153.135425,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
659,Published,Lucky 7 Edward Street,"Shop 2, 160 Edward Street, Brisbane, Brisbane Central",-27.469461,153.027863,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
660,Archived,Brook News and Casket,"Brookside Shopping Centre, Osborne Road, Mitchelton, Brisbane North",-27.409867,152.9788,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
661,Published,Wellington Point News,"Shop 2, 368 Main Road, Wellington Point, Eastern",-27.485334,153.237809,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
662,Published,Wellington Point Post Office,"Shop 3, 405 Main Road, Wellington Point, Eastern",-27.487198,153.238894,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
663,Published,Foodworks Heathwood,"137 Parkwood Drive, Heathwood, Brisbane West",-27.637003,152.986997,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
664,Published,Moorooka Foodstore and News,"419 Beaudesert Road, Moorooka, Brisbane South",-27.543033,153.020663,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
665,Archived,Lucky 7 Southport,"40 Nerang Street, Southport, Gold Coast",-27.967624,153.414542,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Gold Coast,
666,Archived,Smilemart Southport,"99 Scarborough Street, Southport, Gold Coast",-27.966594,153.414091,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Gold Coast,
667,Archived,Kingston News,"Kingston Palms Shopping Centre, Cnr Kingston Road and Juers Street, Kingston, Southern",-27.660306,153.117566,Southern,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
668,Published,Enoggera Newsagency,"Shop 2B, 318 Wardell Street, Enoggera, Brisbane North",-27.422652,152.990315,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
669,Published,Town Centre News,"Shop 56, Inala Plaza, 156 Inala Avenue, Inala, Brisbane West",-27.59889,152.97408,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
670,Published,NewsXpress Kawana,"Shop 353 Kawana Shopping World, Point Cartwright Drive, Kawana, Sunshine Coast",-26.70291,153.128403,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,,
671,Published,Australia Fair News,"Shop G112 Australia Fair Shopping Centre, Marine Parade, Southport, Gold Coast",-27.968746,153.415815,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
672,Published,Matilda Broadbeach,"75 T.E. Peters Drive , Broadbeach, Gold Coast",-28.026559,153.420625,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
673,Published,Tweed Heads Information Centre,"Corner Wharf &amp; Bay Streets, Tweed Heads, Gold Coast",-28.171,153.543691,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
674,Archived,Surfers Paradise Newsagency,"Shop 11, 2 Elkhorn Avenue, Surfers Paradise, Gold Coast",-27.999278,153.430115,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
675,Published,Campus Bookshop,"The Link Building (G07) Griffith University Gold Coast Campus , Southport, Gold Coast",-27.962054,153.379764,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
676,Published,Spar Express Eight Mile Plains,"5/218 Padstow Road, Eight Mile Plains, Brisbane South",-27.574419,153.087227,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
677,Published,Brisbane Convenience Centre,"183 Ann Street, Brisbane, Brisbane Central",-27.467113,153.025228,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
678,Archived,Metropolitan South Institute of TAFE - Browns Plains,"61 Grand Plaza Drive, Browns Plains, Brisbane South",-27.664773,153.04178,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
679,Published,The Bread Basket,"132 Leicester Street, Camp Hill, Brisbane East",-27.497447,153.067783,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
680,Published,Chevron 7 Day Express Food Store,"46 Thomas Drive, Surfers Paradise, Gold Coast",-27.998069,153.419628,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
681,Published,Lytton Road News,"83 Lytton Road, East Brisbane, Brisbane East",-27.479865,153.046272,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
682,Published,NewsExtra Everton Park,"Shop 2/801 Stafford Road , Everton Park, Brisbane North",-27.406636,152.992052,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
683,Archived,Goodna Newsagency,"Shop 19B, 2 Smiths Road, Goodna, Western",-27.610074,152.897662,Western,1,Standard retailer,,go card,,,Buy,,,,,,
684,Archived,Noosa Visitor Information Centre,"61 Hastings Street, Noosa Heads, Sunshine Coast",-26.386766,153.091411,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
685,Published,NewsXpress Redcliffe,"20 Anzac Avenue, Redcliffe, Northern",-27.230745,153.115212,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
686,Archived,Shorncliffe News,"52 Pier Avenue, Shorncliffe, Brisbane North",-27.324331,153.08257,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
687,Archived,Circle News,"3184 Surfers Paradise Boulevards, Surfers Paradise, Gold Coast",-28.001165,153.426998,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
688,Published,David Low Way News,"Centro North Shore, David Low Way, Pacific Paradise, Sunshine Coast",-26.61413,153.083234,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
689,Published,Morningside News and Casket,"595 Wynnum Road, Morningside, Brisbane East",-27.468872,153.071304,Brisbane,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
690,Published,Warrigal Square News,"Warrigal Square Shopping Centre, 16/261 Warrigal Road, Eight Mile Plains, Brisbane South",-27.590132,153.084894,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
691,Published,Oxford Street News,"134 Oxford Street, Bulimba, Brisbane South",-27.451,153.058,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
692,Archived,IGA Express Alexandra Headlands,"Shop 1, 152 Alexandra Parade, Alexandra Headlands, Sunshine Coast",-26.668315,153.106435,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
693,Published,Wirreanda News,"110 King Street, Buderim, Sunshine Coast",-26.682702,153.066338,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Sunshine Coast,
694,Published,Macleay Island Post Office,"Shop 2, 36 Southsea Terrace, Macleay Island, Eastern",-27.629638,153.364813,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
695,Published,Nextra Garden City Upper Level,"Westfield Garden City (Upper level, near food court), Logan Road, Mount Gravatt, Brisbane South",-27.5641,153.082,Brisbane South,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
696,Published,Bay Island Transit Ticket Office,"Weinam Creek Marina, Banana St, Redland Bay, Eastern",-27.615168,153.308834,Eastern,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Refund,Change expiry date,,Moreton Bay,
697,Published,7-Eleven Adelaide Street,"47 - 59 Adelaide Street, Brisbane , Brisbane Central",-27.46957,153.023727,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
698,Archived,Broadbeach Central IGA,"2719 Gold Coast Highway, Broadbeach, Gold Coast",-28.02804,153.42991,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
699,Archived,Friendly Grocer Crestmead,"5/13 Julie Street, Crestmead, Southern",-27.696258,153.083098,Southern,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
700,Published,Nextra Hyperdome,"Shop 128 Logan Hyperdome, Cnr Pacific Highway and Bryants Road, Loganholme, Southern",-27.6603,153.174,Southern,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,,
701,Published,Ashmore City News,"Shop 10, Ashmore City Shopping Centre, Southport-Nerang and Currumburra Roads, Ashmore, Gold Coast",-27.977936,153.38047,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
702,Published,Eagle Junction News,"272 Junction Road, Eagle Junction, Brisbane North",-27.415092,153.050647,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
706,Published,Lucky 7 Broadwater,"5 Nind Street, Southport, Queensland, Australia",-27.963057,153.413301,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
711,Published,7 Eleven Wurtulla,"1 Piringa Street, Wurtulla, Queensland, Australia",-26.759023,153.125012,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
716,Draft,7 Eleven Noosa,"Shop 4, 50 Hastings Street, Noosa Heads, Queensland, Australia",-26.387332,153.091644,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
721,Published,North Lakes Bus Interchange,"Endeavour Boulevard and The Corso, North Lakes, Queensland, Australia",-27.238653,153.017466,Northern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
726,Published,Ascot News,"3/71 Racecourse Road, Ascot, Queensland, Australia",-27.436058,153.064916,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
731,Published,NewsXpress Noosa Heads,"Shop 18, 20 Hastings Street, Noosa Heads, Queensland, Australia",-26.386933,153.089098,Sunshine Coast,2,Preloaded reseller,,go card,,,Buy,,,,,,
736,Published,Manly Harbour Newsagency,"Shop 12, 222 Stratton Terrace, Manly, Queensland, Australia",-27.454744,153.185659,Eastern,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
741,Published,Casino News,"131 George Street, Brisbane, Queensland, Australia",-27.472178,153.025012,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
746,Published,Quik-E-Mart,"2/412 Old Cleveland Road, Coorparoo, Queensland, Australia",-27.491928,153.06389,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
751,Published,Lucky Dragon Newsagency,"Australia Fair, 42 Marine Parade, Southport, Queensland, Australia",-27.969082,153.415665,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
756,Published,Currumbin Creek Newsagency,"52 Currumbin Creek Road, Currumbin Waters, Queensland, Australia",-28.14411,153.472662,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
761,Published,NewsXpress Southport Park,"Shop 20, Southport Park Shopping Centre, Ferry Road, Southport, Queensland, Australia",-27.985951,153.410518,Gold Coast,2,Preloaded reseller,,go card,,,Buy,,,,,,
766,Published,Lucky 7 Scarborough Street Convenience,"Shop 3, 34 Scarborough Street, Southport, Queensland, Australia",-27.970686,153.414785,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
776,Published,NewsXpress North Lakes,"Lakefield Drive, North Lakes, Queensland, Australia",-27.238184,153.015968,Northern,2,Preloaded reseller,,go card,,,Buy,,,,,,
781,Published,Golden Beach News,"Shop 6, 46 Landsborough Parade, Golden Beach, Queensland, Australia",-26.821495,153.120058,Sunshine Coast,2,Preloaded reseller,,go card,,,Buy,,,,,,
786,Published,Russell Island Licensed Post Office,"69 High Street, Russell Island, Queensland, Australia",-27.651875,153.380854,,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Moreton Bay,
791,Archived,Jetty Newsagency,"95 Redcliffe Parade, Redcliffe, Queensland, Australia",-27.227944,153.115019,Moreton Bay,2,Preloaded reseller,,go card,,,Buy,,,,,Moreton Bay,
796,Published,Lucky 7 Shores,"Shop 414, 1 Como Crescent, Southport, Queensland, Australia",-27.973923,153.418525,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
801,Published,Gold Coast Tourism Information Desk,"Gold Coast Airport, Eastern Avenue, Bilinga, Queensland, Australia",-28.165645,153.509074,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
806,Published,Lucky Mermaid News & Gifts,"3/2453 Gold Coast Highway, Mermaid Beach, Queensland, Australia",-28.045714,153.435431,,2,Preloaded reseller,,go card,,,Buy,,,,,Gold Coast,
811,Published,Southport RSL,"36 Scarborough Street, Southport, Queensland, Australia",-27.970573,153.414436,,2,Preloaded reseller,,go card,,,Buy,,,,,Gold Coast,
816,Published,Beaudesert News,"97 Brisbane Street, Beaudesert, Queensland, Australia",-27.98768,152.995942,,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
821,Published,Maroochydore Bus Station,"Horton Parade, Maroochydore, Queensland, Australia",-26.654875,153.091151,,4,Bus fare machine,,go card,,,Buy,,,,,Sunshine Coast,
836,Published,Nerang Street tram station,"Corner Nerang Street and Cougal Street, Southport, Queensland, Australia",-27.971077,153.407677,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
841,Published,Southport tram station,"Corner Nerang Street and Scarborough Street, Southport, Queensland, Australia",-27.967446,153.414237,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
846,Published,Southport South tram station,"Corner Scarborough Street and Queen Street, Southport, Queensland, Australia",-27.973236,153.415717,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
851,Published,Queen Street tram station,"Corner Wardoo Street and Queen Street, Southport, Queensland, Australia",-27.970143,153.393909,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
856,Published,7-Eleven Pegasus,"2669 Gold Coast Highway, Broadbeach, Queensland, Australia",-28.031868,153.430727,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
861,Published,7-Eleven Pacific Pines,"31 Pitcairn Way, Pacific Pines, Queensland, Australia",-27.946272,153.321239,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
866,Published,7-Eleven Main Beach,"3568 Main Beach Parade, Main Beach, Queensland, Australia",-27.979743,153.42891,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
871,Published,7-Eleven Coolangatta South,"Reflection Tower Two, Marine Parade, Coolangatta, Queensland, Australia",-28.168261,153.541951,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
876,Published,Griffith University tram station,"Corner Parklands Drive and Engineering Drive, Southport, Queensland, Australia",-27.962972,153.384389,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
881,Published,7-Eleven Tweed Heads South,"112 Minjungbal Drive, Tweed Heads South, New South Wales, Australia",-28.207807,153.545211,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
886,Published,Gold Coast University Hospital tram station,"Corner Parklands Drive and University Drive, Southport, Queensland, Australia",-27.96055,153.380514,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
891,Published,Main Beach tram station,"Corner Gold Coast Highway and Tedder Avenue, Main Beach, Queensland, Australia",-27.9821,153.423886,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
896,Published,7-Eleven Runaway Bay,"20 Bayview Street, Runaway Bay, Queensland, Australia",-27.923565,153.403764,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
901,Published,Surfers Paradise North tram station,"Corner Surfers Paradise Bouelvard and Ocean Avenue, Surfers Paradise, Queensland, Australia",-27.993316,153.429371,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
911,Published,7-Eleven Broadbeach,"34 Hooker Boulevard, Broadbeach, Queensland, Australia",-28.035402,153.425076,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
916,Published,Surfers Paradise tram station,"Corner Surfers Paradise Boulevard and Clifford Street, Surfers Paradise, Queensland, Australia",-28.005792,153.428966,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
921,Published,7-Eleven Robina,"48-56 Commerce Drive, Robina, Queensland, Australia",-28.065476,153.403905,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
926,Published,Northcliffe tram station,"Corner Surfers Paradise Boulevard and Vista Street, Surfers Paradise, Queensland, Australia",-28.009639,153.42946,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
931,Published,Florida Gardens tram station,"Corner Gold Coast Highway and Monaco Street, Surfers Paradise, Queensland, Australia",-28.017705,153.429349,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
936,Published,7-Eleven Nerang,"70 Beaudesert-Nerang Road, Nerang, Queensland, Australia",-27.993062,153.333025,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
941,Published,Broadbeach North Tram Station,"Corner Gold Coast Highway and Queensland Avenue, Broadbeach, Queensland, Australia",-28.028599,153.429787,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
946,Published,Broadbeach South Tram Station,"Corner Gold Coast Highway and Hooker Boulevard, Broadbeach, Queensland, Australia",-28.035763,153.431112,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
951,Published,Broadwater Parklands Tram Station,"Corner Queen Street and Ada Bell Way, Southport, Queensland, Australia",-27.97349,153.418964,,5,Rail fare machine,,go card,,,Buy,,,,,Gold Coast,
956,Published,Cypress Avenue tram station,"Corner Surfers Paradise Boulevard and Cypress Avenue, Surfers Paradise, Queensland, Australia",-27.996461,153.427522,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
